Negara,Iso-3,Tahun,Berat,Nilai
United States,USA,2014,3859341.0,93663138.0
Angola,AGO,2014,0.0,0.0
Argentina,ARG,2014,118.0,4898.0
Aruba,ABW,2014,0.0,0.0
Australia,AUS,2014,101102.0,2210173.0
Austria,AUT,2014,26.0,360.0
Bahamass,BHS,2014,0.0,0.0
Bahrain,BHR,2014,10483.0,143882.0
Bangladesh,BGD,2014,53853.0,812945.0
Barbados,BRB,2014,0.0,0.0
Netherlands,NLD,2014,40901.0,576480.0
Belgium,BEL,2014,870.0,11577.0
Belize,BLZ,2014,0.0,0.0
Benin,BEN,2014,0.0,0.0
Bermuda,BMU,2014,0.0,0.0
Bolivia,BOL,2014,0.0,0.0
Brazil,BRA,2014,10427.0,224059.0
Brunei Darussalam,BRN,2014,3294.0,51304.0
Bulgaria,BGR,2014,0.0,0.0
Chile,CHL,2014,3583.0,104040.0
China,CHN,2014,60648.0,2176114.0
Colombia,COL,2014,254.0,8890.0
COOK ISLANDS,COK,2014,0.0,0.0
Costa Rica,CRI,2014,0.0,0.0
Cyprus,CYP,2014,0.0,0.0
Denmark,DNK,2014,8866.0,112395.0
Djibouti,DJI,2014,0.0,0.0
Ecuador,ECU,2014,74.0,1272.0
El Salvador,SLV,2014,0.0,0.0
Ethiopia,ETH,2014,0.0,0.0
Russia,RUS,2014,311.0,3944.0
Fiji,FJI,2014,12650.0,96040.0
Finland,FIN,2014,0.0,0.0
French Polynesia,PYF,2014,32.0,70.0
Gambia,GMB,2014,0.0,0.0
Georgia,GEO,2014,0.0,0.0
Ghana,GHA,2014,0.0,0.0
Gibraltar,GIB,2014,0.0,0.0
Guadeloupe,GLP,2014,0.0,0.0
Guam,GUM,2014,76.0,977.0
Guinea,GIN,2014,0.0,0.0
Guyana,GUY,2014,0.0,0.0
Haiti,HTI,2014,0.0,0.0
Hong Kong,HKG,2014,33217.0,969329.0
Hungary,HUN,2014,0.0,0.0
Iceland,ISL,2014,0.0,0.0
India,IND,2014,19503.0,669178.0
United Kingdom,GBR,2014,291548.0,9643778.0
Iraq,IRQ,2014,0.0,0.0
Iran,IRN,2014,0.0,0.0
Ireland,IRL,2014,0.0,0.0
Israel,ISR,2014,0.0,0.0
Italy,ITA,2014,42432.0,1320301.0
Jamaica,JAM,2014,0.0,0.0
Japan,JPN,2014,333641.0,15044890.0
Germany,DEU,2014,91583.0,1603859.0
JERSEY,JEY,2014,0.0,0.0
Jordan,JOR,2014,5484.0,63401.0
New Caledonia,NCL,2014,0.0,0.0
Cambodia,KHM,2014,652171.0,2691503.0
Cameroon,CMR,2014,0.0,0.0
Canada,CAN,2014,169470.0,3417045.0
Kazakhstan,KAZ,2014,0.0,0.0
Kenya,KEN,2014,0.0,0.0
Republic of the Congo,COG,2014,0.0,0.0
South Korea,KOR,2014,36802.0,1213154.0
Croatia,HRV,2014,93.0,1210.0
Kuwait,KWT,2014,44629.0,485776.0
Latvia,LVA,2014,0.0,0.0
Lebanon,LBN,2014,0.0,0.0
Libya,LBY,2014,0.0,0.0
Lithuania,LTU,2014,0.0,0.0
Luxembourg,LUX,2014,7.0,454.0
Macau,MAC,2014,13144.0,154890.0
Madagascar,MDG,2014,0.0,0.0
Maldives,MDV,2014,138.0,5963.0
Malaysia,MYS,2014,123200.0,1588479.0
Malta,MLT,2014,0.0,0.0
Morocco,MAR,2014,0.0,0.0
Martinique,MTQ,2014,0.0,0.0
Mauritania,MRT,2014,0.0,0.0
Mauritius,MUS,2014,487.0,5963.0
Mexico,MEX,2014,2292.0,79479.0
Egypt,EGY,2014,0.0,0.0
Monaco,MCO,2014,0.0,0.0
Mongolia,MNG,2014,0.0,0.0
Myanmar,MMR,2014,65855.0,699842.0
Namibia,NAM,2014,0.0,0.0
Nepal,NPL,2014,0.0,0.0
Netherlands Antilles,ANT,2014,0.0,0.0
Niger,NER,2014,0.0,0.0
Nigeria,NGA,2014,11947.0,232300.0
Nicaragua,NIC,2014,0.0,0.0
Northern Mariana Islands,MNP,2014,0.0,0.0
Norway,NOR,2014,328.0,3835.0
Oman,OMN,2014,0.0,0.0
Pakistan,PAK,2014,23831.0,250597.0
Palau,PLW,2014,0.0,0.0
Panama,PAN,2014,10218.0,225981.0
Cote d'Ivoire,CIV,2014,0.0,0.0
Papua New Guinea,PNG,2014,0.0,0.0
Paraguay,PRY,2014,0.0,0.0
France,FRA,2014,15232.0,601006.0
Peru,PER,2014,222.0,13965.0
Philippines,PHL,2014,36456.0,267943.0
Poland,POL,2014,0.0,0.0
Portugal,PRT,2014,1.0,30.0
Puerto Rico,PRI,2014,0.0,0.0
Qatar,QAT,2014,0.0,0.0
Czech Republic,CZE,2014,3795.0,173294.0
Dominican Republic,DOM,2014,0.0,0.0
Reunion,REU,2014,5.0,269.0
Romania,ROU,2014,0.0,0.0
Saint Kitts and Nevis,KNA,2014,58.0,2814.0
Saint Lucia,LCA,2014,0.0,0.0
Sao Tome and Principe,STP,2014,0.0,0.0
Saudi Arabia,SAU,2014,116829.0,2696070.0
New Zealand,NZL,2014,22503.0,221331.0
Serbia,SRB,2014,0.0,0.0
Seychelles,SYC,2014,0.0,0.0
Singapore,SGP,2014,87381.0,2513354.0
Slovakia,SVK,2014,0.0,0.0
Slovenia,SVN,2014,0.0,0.0
Somalia,SOM,2014,0.0,0.0
Spain,ESP,2014,16228.0,318772.0
Sri Lanka,LKA,2014,20232.0,203024.0
Saint Vincent and the Grenadines,VCT,2014,0.0,0.0
Sudan,SDN,2014,0.0,0.0
Suriname,SUR,2014,1165.0,12584.0
Eswatini,SWZ,2014,0.0,0.0
Sweden,SWE,2014,270.0,3480.0
Switzerland,CHE,2014,497.0,6240.0
Taiwan,TWN,2014,36363.0,651211.0
Thailand,THA,2014,141320.0,1701540.0
Timor-Leste,TLS,2014,5055.0,6025.0
Togo,TGO,2014,0.0,0.0
Tonga,TON,2014,0.0,0.0
Trinidad and Tobago,TTO,2014,0.0,0.0
Tunisia,TUN,2014,0.0,0.0
Turkey,TUR,2014,0.0,0.0
Turks and Caicos Islands,TCA,2014,0.0,0.0
United States Virgin Islands,VIR,2014,0.0,0.0
Uganda,UGA,2014,0.0,0.0
Ukraine,UKR,2014,0.0,0.0
United Arab Emirates,ARE,2014,525775.0,10491485.0
Uruguay,URY,2014,29.0,1147.0
Uzbekistan,UZB,2014,186.0,768.0
Vanuatu,VUT,2014,0.0,0.0
Venezuela,VEN,2014,0.0,0.0
Vietnam,VNM,2014,56531.0,716600.0
British Virgin Islands,VGB,2014,0.0,0.0
Yemen,YEM,2014,7644.0,144250.0
Greece,GRC,2014,447.0,5578.0
Zimbabwe,ZWE,2014,2031.0,31172.0
South Africa,ZAF,2015,77607.84,581528.91
Albania,ALB,2015,0.0,0.0
Algeria,DZA,2015,5621.0,134112.0
United States,USA,2015,5649020.059,135898590.1
Angola,AGO,2015,0.0,0.0
Argentina,ARG,2015,0.0,0.0
Aruba,ABW,2015,0.0,0.0
Australia,AUS,2015,116084.08,2655937.27
Austria,AUT,2015,0.0,0.0
Bahamass,BHS,2015,0.0,0.0
Bahrain,BHR,2015,0.0,0.0
Bangladesh,BGD,2015,93748.0,906979.71
Barbados,BRB,2015,0.0,0.0
Netherlands,NLD,2015,220952.84,3067879.58
Belgium,BEL,2015,0.0,0.0
Belize,BLZ,2015,0.0,0.0
Benin,BEN,2015,0.0,0.0
Bermuda,BMU,2015,0.0,0.0
Bolivia,BOL,2015,1.0,18.0
Brazil,BRA,2015,3430.0,121548.0
Brunei Darussalam,BRN,2015,3036.0,33252.25
Bulgaria,BGR,2015,0.0,0.0
Chile,CHL,2015,4170.0,118569.0
China,CHN,2015,139966.7,6135148.07
Colombia,COL,2015,14284.56,232066.99
COOK ISLANDS,COK,2015,0.0,0.0
Costa Rica,CRI,2015,725.0,7013.0
Cyprus,CYP,2015,0.0,0.0
Denmark,DNK,2015,6636.7,80295.68
Djibouti,DJI,2015,0.0,0.0
Ecuador,ECU,2015,0.0,0.0
El Salvador,SLV,2015,0.0,0.0
Ethiopia,ETH,2015,0.0,0.0
Russia,RUS,2015,1.0,99.0
Fiji,FJI,2015,16047.0,172198.0
Finland,FIN,2015,0.0,0.0
French Polynesia,PYF,2015,0.0,0.0
Gambia,GMB,2015,0.0,0.0
Georgia,GEO,2015,0.0,0.0
Ghana,GHA,2015,0.0,0.0
Gibraltar,GIB,2015,0.0,0.0
Guadeloupe,GLP,2015,752.0,585.0
Guam,GUM,2015,50.0,486.0
Guinea,GIN,2015,0.0,0.0
Guyana,GUY,2015,0.0,0.0
Haiti,HTI,2015,0.0,0.0
Hong Kong,HKG,2015,26221.89,781848.86
Hungary,HUN,2015,20.0,420.0
Iceland,ISL,2015,0.0,0.0
India,IND,2015,15507.2,567208.82
United Kingdom,GBR,2015,62329.9,2909037.47
Iraq,IRQ,2015,0.0,0.0
Iran,IRN,2015,0.0,0.0
Ireland,IRL,2015,0.0,0.0
Israel,ISR,2015,0.0,0.0
Italy,ITA,2015,3649.51,225312.77
Jamaica,JAM,2015,0.0,0.0
Japan,JPN,2015,286293.47,13742143.41
Germany,DEU,2015,57257.7,1249614.51
JERSEY,JEY,2015,0.0,0.0
Jordan,JOR,2015,0.0,0.0
New Caledonia,NCL,2015,0.0,0.0
Cambodia,KHM,2015,358802.3,1658697.75
Cameroon,CMR,2015,1680.0,2856.0
Canada,CAN,2015,233307.8,4951082.25
Kazakhstan,KAZ,2015,0.0,0.0
Kenya,KEN,2015,0.0,0.0
Republic of the Congo,COG,2015,0.0,0.0
South Korea,KOR,2015,41669.71,1856590.34
Croatia,HRV,2015,0.0,0.0
Kuwait,KWT,2015,44060.0,540797.0
Latvia,LVA,2015,0.0,0.0
Lebanon,LBN,2015,0.0,0.0
Libya,LBY,2015,0.0,0.0
Lithuania,LTU,2015,0.0,0.0
Luxembourg,LUX,2015,0.0,0.0
Macau,MAC,2015,42854.0,487815.96
Madagascar,MDG,2015,0.0,0.0
Maldives,MDV,2015,0.0,0.0
Malaysia,MYS,2015,12963.3,230742.81
Malta,MLT,2015,0.0,0.0
Morocco,MAR,2015,0.0,0.0
Martinique,MTQ,2015,0.0,0.0
Mauritania,MRT,2015,8268.0,90630.0
Mauritius,MUS,2015,202.0,1096.0
Mexico,MEX,2015,58301.99,1516635.2
Egypt,EGY,2015,0.0,0.0
Monaco,MCO,2015,0.0,0.0
Mongolia,MNG,2015,0.0,0.0
Myanmar,MMR,2015,40477.9,368746.02
Namibia,NAM,2015,0.0,0.0
Nepal,NPL,2015,18.0,841.0
Netherlands Antilles,ANT,2015,2.0,1997.0
Niger,NER,2015,0.0,0.0
Nigeria,NGA,2015,215.0,236.0
Nicaragua,NIC,2015,0.0,0.0
Northern Mariana Islands,MNP,2015,16.0,35.0
Norway,NOR,2015,30.4,1287.2
Oman,OMN,2015,0.0,0.0
Pakistan,PAK,2015,91319.0,977415.16
Palau,PLW,2015,0.0,0.0
Panama,PAN,2015,37437.42,768366.65
Cote d'Ivoire,CIV,2015,0.0,0.0
Papua New Guinea,PNG,2015,0.0,0.0
Paraguay,PRY,2015,0.0,0.0
France,FRA,2015,13270.68,484747.86
Peru,PER,2015,2060.0,41108.0
Philippines,PHL,2015,75082.63,226969.48
Poland,POL,2015,0.0,0.0
Portugal,PRT,2015,0.0,0.0
Puerto Rico,PRI,2015,48.0,1732.0
Qatar,QAT,2015,0.0,0.0
Czech Republic,CZE,2015,0.0,0.0
Dominican Republic,DOM,2015,0.0,0.0
Reunion,REU,2015,0.0,0.0
Romania,ROU,2015,0.0,0.0
Saint Kitts and Nevis,KNA,2015,51.0,1957.8
Saint Lucia,LCA,2015,0.0,0.0
Sao Tome and Principe,STP,2015,0.0,0.0
Saudi Arabia,SAU,2015,24919.0,13845.71
New Zealand,NZL,2015,49937.5,617619.99
Serbia,SRB,2015,0.0,0.0
Seychelles,SYC,2015,0.0,0.0
Singapore,SGP,2015,64625.15,2467130.01
Slovakia,SVK,2015,0.0,0.0
Slovenia,SVN,2015,218.0,4874.0
Somalia,SOM,2015,0.0,0.0
Spain,ESP,2015,19528.6,261623.69
Sri Lanka,LKA,2015,61508.0,545767.36
Saint Vincent and the Grenadines,VCT,2015,0.0,0.0
Sudan,SDN,2015,0.0,0.0
Suriname,SUR,2015,226.0,3508.0
Eswatini,SWZ,2015,0.0,0.0
Sweden,SWE,2015,2.0,63.0
Switzerland,CHE,2015,43.67,1891.05
Taiwan,TWN,2015,58941.4,1090003.4
Thailand,THA,2015,227012.18,2771050.05
Timor-Leste,TLS,2015,1790.0,1445.0
Togo,TGO,2015,0.0,0.0
Tonga,TON,2015,0.0,0.0
Trinidad and Tobago,TTO,2015,0.0,0.0
Tunisia,TUN,2015,0.0,0.0
Turkey,TUR,2015,66.39,2760.88
Turks and Caicos Islands,TCA,2015,0.0,0.0
United States Virgin Islands,VIR,2015,0.0,0.0
Uganda,UGA,2015,0.0,0.0
Ukraine,UKR,2015,0.0,0.0
United Arab Emirates,ARE,2015,292827.91,5893919.5
Uruguay,URY,2015,0.0,0.0
Uzbekistan,UZB,2015,0.0,0.0
Vanuatu,VUT,2015,0.0,0.0
Venezuela,VEN,2015,0.0,0.0
Vietnam,VNM,2015,120949.4,1418418.65
British Virgin Islands,VGB,2015,0.0,0.0
Yemen,YEM,2015,0.0,0.0
Greece,GRC,2015,4.0,260.0
Zimbabwe,ZWE,2015,15551.0,199593.75
South Africa,ZAF,2016,110001.46,1052740.51
Albania,ALB,2016,0.0,0.0
Algeria,DZA,2016,0.0,0.0
United States,USA,2016,5361982.64,127465549.9
Angola,AGO,2016,0.0,0.0
Argentina,ARG,2016,0.0,0.0
Aruba,ABW,2016,7.0,53.2
Australia,AUS,2016,151590.47,3200991.9
Austria,AUT,2016,0.0,0.0
Bahamass,BHS,2016,0.0,0.0
Bahrain,BHR,2016,0.0,0.0
Bangladesh,BGD,2016,83408.13,972146.09
Barbados,BRB,2016,63.0,63.0
Netherlands,NLD,2016,92945.7,1369303.74
Belgium,BEL,2016,1.0,196.15
Belize,BLZ,2016,0.0,0.0
Benin,BEN,2016,0.0,0.0
Bermuda,BMU,2016,200.0,15244.0
Bolivia,BOL,2016,0.0,0.0
Brazil,BRA,2016,17.88,851.76
Brunei Darussalam,BRN,2016,2001.0,23622.03
Bulgaria,BGR,2016,0.0,0.0
Chile,CHL,2016,9301.43,317456.45
China,CHN,2016,33816.91,1630959.54
Colombia,COL,2016,37150.94,343161.01
COOK ISLANDS,COK,2016,0.0,0.0
Costa Rica,CRI,2016,0.0,0.0
Cyprus,CYP,2016,0.0,0.0
Denmark,DNK,2016,917.18,27061.3
Djibouti,DJI,2016,0.0,0.0
Ecuador,ECU,2016,0.0,0.0
El Salvador,SLV,2016,0.0,0.0
Ethiopia,ETH,2016,0.0,0.0
Russia,RUS,2016,90.23,2846.9
Fiji,FJI,2016,14328.3,108404.29
Finland,FIN,2016,0.0,0.0
French Polynesia,PYF,2016,1470.0,8830.0
Gambia,GMB,2016,0.0,0.0
Georgia,GEO,2016,0.0,0.0
Ghana,GHA,2016,0.0,0.0
Gibraltar,GIB,2016,0.0,0.0
Guadeloupe,GLP,2016,0.0,0.0
Guam,GUM,2016,0.0,0.0
Guinea,GIN,2016,0.0,0.0
Guyana,GUY,2016,0.0,0.0
Haiti,HTI,2016,0.0,0.0
Hong Kong,HKG,2016,13621.87,402766.57
Hungary,HUN,2016,0.0,0.0
Iceland,ISL,2016,0.0,0.0
India,IND,2016,9370.39,318652.53
United Kingdom,GBR,2016,40223.66,1288997.74
Iraq,IRQ,2016,0.0,0.0
Iran,IRN,2016,0.0,0.0
Ireland,IRL,2016,0.0,0.0
Israel,ISR,2016,6.0,116.77
Italy,ITA,2016,3988.82,199049.83
Jamaica,JAM,2016,0.0,0.0
Japan,JPN,2016,161070.44,5218714.88
Germany,DEU,2016,33204.57,1107745.97
JERSEY,JEY,2016,0.0,0.0
Jordan,JOR,2016,0.0,0.0
New Caledonia,NCL,2016,1146.3,12462.63
Cambodia,KHM,2016,96463.66,523797.71
Cameroon,CMR,2016,0.0,0.0
Canada,CAN,2016,161467.32,3709319.08
Kazakhstan,KAZ,2016,0.0,0.0
Kenya,KEN,2016,0.0,0.0
Republic of the Congo,COG,2016,0.0,0.0
South Korea,KOR,2016,61442.6,1796951.49
Croatia,HRV,2016,75.3,1636.99
Kuwait,KWT,2016,35614.55,323742.53
Latvia,LVA,2016,0.0,0.0
Lebanon,LBN,2016,0.0,0.0
Libya,LBY,2016,0.0,0.0
Lithuania,LTU,2016,0.0,0.0
Luxembourg,LUX,2016,0.0,0.0
Macau,MAC,2016,22698.0,274459.33
Madagascar,MDG,2016,663.6,5634.69
Maldives,MDV,2016,18.0,315.0
Malaysia,MYS,2016,40239.13,542231.82
Malta,MLT,2016,0.0,0.0
Morocco,MAR,2016,0.0,0.0
Martinique,MTQ,2016,0.0,0.0
Mauritania,MRT,2016,16196.0,150436.0
Mauritius,MUS,2016,50.0,778.18
Mexico,MEX,2016,50358.94,1342672.63
Egypt,EGY,2016,0.0,0.0
Monaco,MCO,2016,0.0,0.0
Mongolia,MNG,2016,0.0,0.0
Myanmar,MMR,2016,64957.02,659355.57
Namibia,NAM,2016,0.0,0.0
Nepal,NPL,2016,0.0,0.0
Netherlands Antilles,ANT,2016,0.0,0.0
Niger,NER,2016,0.0,0.0
Nigeria,NGA,2016,14.0,1132.5
Nicaragua,NIC,2016,0.0,0.0
Northern Mariana Islands,MNP,2016,0.0,0.0
Norway,NOR,2016,769.58,29472.45
Oman,OMN,2016,18882.67,332541.51
Pakistan,PAK,2016,61669.0,701060.94
Palau,PLW,2016,0.0,0.0
Panama,PAN,2016,13793.79,350750.45
Cote d'Ivoire,CIV,2016,0.0,0.0
Papua New Guinea,PNG,2016,0.0,0.0
Paraguay,PRY,2016,2.0,114.0
France,FRA,2016,4904.04,190891.1
Peru,PER,2016,647.09,31820.39
Philippines,PHL,2016,49477.05,163195.0
Poland,POL,2016,188.39,5880.0
Portugal,PRT,2016,0.0,0.0
Puerto Rico,PRI,2016,0.0,0.0
Qatar,QAT,2016,3196.0,51651.37
Czech Republic,CZE,2016,0.0,0.0
Dominican Republic,DOM,2016,0.0,0.0
Reunion,REU,2016,0.0,0.0
Romania,ROU,2016,0.0,0.0
Saint Kitts and Nevis,KNA,2016,5031.0,10399.3
Saint Lucia,LCA,2016,0.0,0.0
Sao Tome and Principe,STP,2016,0.0,0.0
Saudi Arabia,SAU,2016,106963.33,2104685.13
New Zealand,NZL,2016,29509.03,397799.6
Serbia,SRB,2016,0.0,0.0
Seychelles,SYC,2016,0.0,0.0
Singapore,SGP,2016,34984.73,863610.22
Slovakia,SVK,2016,0.0,0.0
Slovenia,SVN,2016,267.46,6196.36
Somalia,SOM,2016,0.0,0.0
Spain,ESP,2016,10736.05,154239.53
Sri Lanka,LKA,2016,56726.66,505949.95
Saint Vincent and the Grenadines,VCT,2016,0.0,0.0
Sudan,SDN,2016,23280.0,412525.0
Suriname,SUR,2016,0.0,0.0
Eswatini,SWZ,2016,0.0,0.0
Sweden,SWE,2016,874.64,27155.8
Switzerland,CHE,2016,727.35,25356.48
Taiwan,TWN,2016,8075.55,206038.84
Thailand,THA,2016,120735.82,925918.04
Timor-Leste,TLS,2016,44.99,1501.68
Togo,TGO,2016,0.0,0.0
Tonga,TON,2016,0.0,0.0
Trinidad and Tobago,TTO,2016,0.0,0.0
Tunisia,TUN,2016,0.0,0.0
Turkey,TUR,2016,678.64,24473.89
Turks and Caicos Islands,TCA,2016,0.0,0.0
United States Virgin Islands,VIR,2016,0.0,0.0
Uganda,UGA,2016,0.0,0.0
Ukraine,UKR,2016,0.0,0.0
United Arab Emirates,ARE,2016,93205.92,1968073.02
Uruguay,URY,2016,812.0,288.14
Uzbekistan,UZB,2016,0.0,0.0
Vanuatu,VUT,2016,0.0,0.0
Venezuela,VEN,2016,0.0,0.0
Vietnam,VNM,2016,149514.4,944081.95
British Virgin Islands,VGB,2016,0.0,0.0
Yemen,YEM,2016,4878.72,99640.0
Greece,GRC,2016,202.0,3587.72
Zimbabwe,ZWE,2016,2434.0,29874.76
South Africa,ZAF,2017,31255.69,240012.23
Albania,ALB,2017,0.0,0.0
Algeria,DZA,2017,0.0,0.0
United States,USA,2017,2335990.27,48566661.36
Angola,AGO,2017,0.0,0.0
Argentina,ARG,2017,0.0,0.0
Aruba,ABW,2017,0.0,0.0
Australia,AUS,2017,46827.12,873439.52
Austria,AUT,2017,0.0,0.0
Bahamass,BHS,2017,0.0,0.0
Bahrain,BHR,2017,0.0,0.0
Bangladesh,BGD,2017,3317.91,47487.34
Barbados,BRB,2017,0.0,0.0
Netherlands,NLD,2017,86466.25,1249618.0
Belgium,BEL,2017,2941.45,171083.64
Belize,BLZ,2017,0.0,0.0
Benin,BEN,2017,0.0,0.0
Bermuda,BMU,2017,0.0,0.0
Bolivia,BOL,2017,0.0,0.0
Brazil,BRA,2017,530.0,9126.15
Brunei Darussalam,BRN,2017,884.0,10576.37
Bulgaria,BGR,2017,0.0,0.0
Chile,CHL,2017,3598.26,85000.18
China,CHN,2017,10454.24,317789.45
Colombia,COL,2017,30.0,1159.27
COOK ISLANDS,COK,2017,1010.0,1089.07
Costa Rica,CRI,2017,105.5,2077.52
Cyprus,CYP,2017,0.0,0.0
Denmark,DNK,2017,2858.5,75719.36
Djibouti,DJI,2017,0.0,0.0
Ecuador,ECU,2017,107.55,1615.2
El Salvador,SLV,2017,0.0,0.0
Ethiopia,ETH,2017,0.0,0.0
Russia,RUS,2017,0.0,0.0
Fiji,FJI,2017,3413.3,39025.99
Finland,FIN,2017,0.0,0.0
French Polynesia,PYF,2017,1267.23,18249.99
Gambia,GMB,2017,0.0,0.0
Georgia,GEO,2017,0.0,0.0
Ghana,GHA,2017,0.0,0.0
Gibraltar,GIB,2017,0.0,0.0
Guadeloupe,GLP,2017,0.0,0.0
Guam,GUM,2017,2.0,123.2
Guinea,GIN,2017,0.0,0.0
Guyana,GUY,2017,0.0,0.0
Haiti,HTI,2017,11818.1,52050.13
Hong Kong,HKG,2017,16154.24,394334.6
Hungary,HUN,2017,400.0,865.0
Iceland,ISL,2017,0.0,0.0
India,IND,2017,205.97,9270.31
United Kingdom,GBR,2017,31074.31,708785.06
Iraq,IRQ,2017,0.0,0.0
Iran,IRN,2017,3442.55,12096.0
Ireland,IRL,2017,0.0,0.0
Israel,ISR,2017,38.0,588.0
Italy,ITA,2017,14066.16,697774.98
Jamaica,JAM,2017,0.0,0.0
Japan,JPN,2017,105518.28,2201302.43
Germany,DEU,2017,44329.18,899513.54
JERSEY,JEY,2017,0.0,0.0
Jordan,JOR,2017,0.0,0.0
New Caledonia,NCL,2017,938.74,33116.59
Cambodia,KHM,2017,122068.0,433799.13
Cameroon,CMR,2017,0.0,0.0
Canada,CAN,2017,68311.58,1639647.84
Kazakhstan,KAZ,2017,0.0,0.0
Kenya,KEN,2017,0.0,0.0
Republic of the Congo,COG,2017,0.0,0.0
South Korea,KOR,2017,13925.67,201354.63
Croatia,HRV,2017,0.0,0.0
Kuwait,KWT,2017,33801.45,273993.54
Latvia,LVA,2017,817.42,21925.4
Lebanon,LBN,2017,0.0,0.0
Libya,LBY,2017,0.0,0.0
Lithuania,LTU,2017,0.0,0.0
Luxembourg,LUX,2017,0.0,0.0
Macau,MAC,2017,0.0,0.0
Madagascar,MDG,2017,0.0,0.0
Maldives,MDV,2017,0.0,0.0
Malaysia,MYS,2017,7645.05,106562.59
Malta,MLT,2017,0.0,0.0
Morocco,MAR,2017,0.0,0.0
Martinique,MTQ,2017,0.0,0.0
Mauritania,MRT,2017,0.0,0.0
Mauritius,MUS,2017,59.0,1008.0
Mexico,MEX,2017,8138.45,330587.46
Egypt,EGY,2017,0.0,0.0
Monaco,MCO,2017,0.0,0.0
Mongolia,MNG,2017,0.0,0.0
Myanmar,MMR,2017,79640.96,783823.43
Namibia,NAM,2017,0.0,0.0
Nepal,NPL,2017,1780.0,13494.0
Netherlands Antilles,ANT,2017,180.0,70055.68
Niger,NER,2017,0.0,0.0
Nigeria,NGA,2017,0.0,0.0
Nicaragua,NIC,2017,0.0,0.0
Northern Mariana Islands,MNP,2017,0.0,0.0
Norway,NOR,2017,125.22,6970.72
Oman,OMN,2017,3531.0,52461.75
Pakistan,PAK,2017,3030.0,48734.44
Palau,PLW,2017,0.0,0.0
Panama,PAN,2017,4509.99,128016.31
Cote d'Ivoire,CIV,2017,0.0,0.0
Papua New Guinea,PNG,2017,3370.18,13870.0
Paraguay,PRY,2017,0.0,0.0
France,FRA,2017,5672.2,280607.15
Peru,PER,2017,33.0,2756.44
Philippines,PHL,2017,968.97,15270.6
Poland,POL,2017,0.0,0.0
Portugal,PRT,2017,0.0,0.0
Puerto Rico,PRI,2017,0.0,0.0
Qatar,QAT,2017,0.0,0.0
Czech Republic,CZE,2017,0.0,0.0
Dominican Republic,DOM,2017,1.0,571.7
Reunion,REU,2017,15.0,5526.91
Romania,ROU,2017,0.0,0.0
Saint Kitts and Nevis,KNA,2017,51.0,2809.28
Saint Lucia,LCA,2017,250.0,802.0
Sao Tome and Principe,STP,2017,0.0,0.0
Saudi Arabia,SAU,2017,104403.04,2317785.55
New Zealand,NZL,2017,1735.5,19409.82
Serbia,SRB,2017,0.0,0.0
Seychelles,SYC,2017,0.0,0.0
Singapore,SGP,2017,32072.33,914268.69
Slovakia,SVK,2017,0.0,0.0
Slovenia,SVN,2017,20.0,49.4
Somalia,SOM,2017,0.0,0.0
Spain,ESP,2017,4271.71,85916.12
Sri Lanka,LKA,2017,58345.46,411480.85
Saint Vincent and the Grenadines,VCT,2017,0.0,0.0
Sudan,SDN,2017,35764.78,781735.0
Suriname,SUR,2017,2776.05,23880.78
Eswatini,SWZ,2017,0.0,0.0
Sweden,SWE,2017,172.86,10547.34
Switzerland,CHE,2017,13.54,720.58
Taiwan,TWN,2017,19518.8,630055.65
Thailand,THA,2017,138921.41,1444102.29
Timor-Leste,TLS,2017,0.0,0.0
Togo,TGO,2017,70.0,20.0
Tonga,TON,2017,0.0,0.0
Trinidad and Tobago,TTO,2017,0.0,0.0
Tunisia,TUN,2017,0.0,0.0
Turkey,TUR,2017,14.28,2681.42
Turks and Caicos Islands,TCA,2017,0.0,0.0
United States Virgin Islands,VIR,2017,0.0,0.0
Uganda,UGA,2017,0.0,0.0
Ukraine,UKR,2017,0.0,0.0
United Arab Emirates,ARE,2017,105305.97,2531522.29
Uruguay,URY,2017,48.96,3039.6
Uzbekistan,UZB,2017,0.0,0.0
Vanuatu,VUT,2017,0.0,0.0
Venezuela,VEN,2017,0.0,0.0
Vietnam,VNM,2017,11572.55,85564.14
British Virgin Islands,VGB,2017,8.0,26.37
Yemen,YEM,2017,0.0,0.0
Greece,GRC,2017,334.0,3780.25
Zimbabwe,ZWE,2017,0.0,0.0
South Africa,ZAF,2018,40501.34,291926.45
Albania,ALB,2018,0.0,0.0
Algeria,DZA,2018,0.0,0.0
United States,USA,2018,1448409.27,28126317.21
Angola,AGO,2018,0.0,0.0
Argentina,ARG,2018,0.0,0.0
Aruba,ABW,2018,0.0,0.0
Australia,AUS,2018,31074.34,615326.06
Austria,AUT,2018,66.0,3390.3
Bahamass,BHS,2018,0.0,0.0
Bahrain,BHR,2018,0.0,0.0
Bangladesh,BGD,2018,0.0,0.0
Barbados,BRB,2018,0.0,0.0
Netherlands,NLD,2018,73033.96,1061468.79
Belgium,BEL,2018,907.6,286447.02
Belize,BLZ,2018,828.0,11195.17
Benin,BEN,2018,0.0,0.0
Bermuda,BMU,2018,0.0,0.0
Bolivia,BOL,2018,0.0,0.0
Brazil,BRA,2018,808.93,14836.09
Brunei Darussalam,BRN,2018,146.24,2211.93
Bulgaria,BGR,2018,0.0,0.0
